대여일자,대여시간,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
2024-12-01,1,1431,1431. 중랑구청 사거리,정기권,M,60대,1,56.41,0.44,1899.18,11
2024-12-01,1,2032,2032. 이수역 11번출구쪽,정기권,M,60대,1,141.75,1.19,5113.77,31
2024-12-01,1,2173,2173. 당곡사거리,정기권,M,70대,1,107.34,0.7,3011.69,24
2024-12-01,1,757,757. 신정이펜하우스 1단지아파트 입구 사거리,정기권,M,70대,1,89.65,0.66,2830,19
2024-12-01,1,2715,2715.마곡나루역 2번 출구 ,정기권,M,70대,1,26.23,0.24,1018.9,9
2024-12-01,1,576,576. 광나루역 3번 출구,정기권,M,70대,1,54.98,0.4,1735.34,8
2024-12-01,1,1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),정기권,M,70대,1,29.46,0.22,953.67,6
2024-12-01,1,747,747. 목동3단지 상가,정기권,M,10대,1,15.79,0.14,622.87,3
2024-12-01,1,1153,"1153. 발산역 1번, 9번 인근 대여소",정기권,M,10대,1,30.87,0.27,1181.16,9
2024-12-01,1,1262,1262. 송파여성문화회관 앞,정기권,M,10대,1,20.21,0.14,593.5,3
2024-12-01,1,1526,1526. 강북종합시장 앞,정기권,M,10대,1,11.03,0.1,428.41,32
2024-12-01,1,3514,3514. 왕십리교회옆,정기권,M,10대,1,0,0,0,2
2024-12-01,1,1663,1663. 동해문화예술관앞,정기권,M,10대,1,11.88,0.1,428.54,5
2024-12-01,1,2601,2601. 석촌호수 아뜰리에,정기권,M,10대,1,60.58,0.55,2353.61,19
2024-12-01,1,2642,2642.마천동 성내천 쉼터,정기권,M,10대,1,36.9,0.33,1433.73,10
2024-12-01,1,113,113. 홍대입구역 2번출구 앞,정기권,M,10대,1,33.93,0.29,1260,5
2024-12-01,1,3408,3408.종로타워빌딩,정기권,M,10대,1,55.17,0.47,2019.12,10
2024-12-01,1,2730,2730.마곡메가박스 앞,정기권,M,10대,1,11.11,0.1,431.66,19
2024-12-01,1,2732,2732.마곡수명산 1-2단지 ,정기권,M,10대,2,21.11,0.19,820,3
2024-12-01,1,1551,1551.4.19탑 앞,정기권,M,10대,1,48.07,0.43,1867.41,22
2024-12-01,1,1569,1569.수유역2번출구,정기권,M,10대,1,79.43,0.65,2785.71,19
2024-12-01,1,3132,3132.홍제교,정기권,M,10대,1,159.33,1.44,6190.11,28
2024-12-01,1,4211,4211. 시석빌딩 앞,정기권,M,10대,1,40.52,0.37,1574.1,12
2024-12-01,1,4557,4557. 리버뷰신안인스빌2차 후문,정기권,M,10대,1,25.96,0.23,1008.53,5
2024-12-01,1,4804,4804. 동서울농협 앞,정기권,M,10대,1,24.83,0.2,847.23,5
2024-12-01,1,3609,3609. 언주초등학교 입구,정기권,M,10대,1,36.94,0.31,1332.75,11
2024-12-01,1,4868,4868. 석촌호수 서호 남단,정기권,M,10대,1,8.98,0.08,360,4
2024-12-01,1,236,236. 문래동자이아파트 앞,정기권,M,10대,1,21.76,0.19,820,5
2024-12-01,1,237,237. 보라매 두산위브 건너편,정기권,M,10대,1,33.08,0.32,1392.28,11
2024-12-01,1,4902,4902. 구역삼세무서 교차로,정기권,M,10대,1,56.45,0.41,1781.75,13
2024-12-01,1,4277,4277. 서대문우체국 정류소 옆,정기권,M,10대,1,10.53,0.08,364.28,8
2024-12-01,1,573,573. 구의문주차장 앞,정기권,M,10대,1,26.69,0.24,1036.73,6
2024-12-01,1,912,912. 응암오거리,정기권,M,10대,1,33.46,0.3,1300,8
2024-12-01,1,1001,1001. 광진교 남단 사거리(천호공원 방면),정기권,M,10대,2,32.96,0.26,1123.59,6
2024-12-01,1,2033,2033. 사당동 아르테스 웨딩앞,정기권,M,10대,1,9.26,0.07,299.78,6
2024-12-01,1,2313,2313. 금원빌딩 앞,정기권,M,10대,1,35.03,0.27,1179.38,11
2024-12-01,1,731,731. 서울시 도로환경관리센터,일일권,,20대,1,30.88,0.29,1257.82,11
2024-12-01,1,1153,"1153. 발산역 1번, 9번 인근 대여소",일일권,,20대,1,46.4,0.42,1802.8,7
2024-12-01,1,1251,1251. 석촌역 2번출구,일일권,,20대,1,58.11,0.59,2530,9
2024-12-01,1,1447,1447. 면목역 3번출구,일일권,,20대,1,40.29,0.37,1614.95,12
2024-12-01,1,1653,1653. 노원역1번출구,일일권,,20대,1,111.34,0.59,2555.98,18
2024-12-01,1,1957,1957. 구일고등학교 정문 ,일일권,,20대,1,70.12,0.63,2724.33,15
2024-12-01,1,1966,1966. 한마을아파트 정문상가,일일권,,20대,1,44.24,0.4,1718.84,9
2024-12-01,1,828,828. 숙대입구역 8번,일일권,,20대,2,153.79,1.32,5708.6,37
2024-12-01,1,843,843. 이태원관광특구B(용산구청쪽),일일권,,20대,1,170.72,1.54,6632.35,35
2024-12-01,1,1173,1173. 강서구청사거리(SH타워),일일권,,20대,2,37.39,0.36,1561.66,13
2024-12-01,1,1991,1991. 오류동역 맞은편,일일권,,20대,1,29.31,0.32,1396.51,82
2024-12-01,1,280,280. 양평동6차현대아파트 앞,일일권,,20대,1,32.93,0.28,1188.04,9
2024-12-01,1,3534,3534. 건대입구역 5번출구 뒤,일일권,,20대,1,21.34,0.21,898.32,3
2024-12-01,1,1197,1197. 엠펠리체 호텔 건너편,일일권,,20대,2,89.76,0.74,3206.39,23
2024-12-01,1,361,361. 동묘앞역 1번출구 뒤,일일권,,20대,1,176.39,1.08,4640,36
2024-12-01,1,440,440. 하늘공원 입구,일일권,,20대,1,36.69,0.32,1362.39,55
2024-12-01,1,3414,3414.종로5가역 4번출구,일일권,,20대,1,56.63,0.49,2103.12,23
2024-12-01,1,1075,1075.천동초교 삼거리,일일권,,20대,1,26.95,0.25,1097.63,6
2024-12-01,1,3219,3219.영등포역 1번출구,일일권,,20대,1,31.43,0.3,1280,7
2024-12-01,1,114,114. 홍대입구역 8번출구 앞,일일권,,20대,2,37.03,0.43,1870,17
2024-12-01,1,2704,2704.홈플러스(강서점),일일권,,20대,1,48.52,0.32,1361.28,10
2024-12-01,1,2713,2713.우장초등학교 앞,일일권,,20대,1,74.71,0.58,2482.3,13
2024-12-01,1,146,146. 마포역 2번출구 뒤,일일권,,20대,1,222.49,1.86,8026.51,50
2024-12-01,1,1554,1554.번동사거리,일일권,,20대,1,24.34,0.22,945.64,7
2024-12-01,1,2091,2091. 이수역9번출구,일일권,,20대,1,23.99,0.22,931.89,17
2024-12-01,1,3600,3600.사근빗물펌프장 건너편,일일권,,20대,1,34.76,0.31,1350.35,10
2024-12-01,1,3013,3013.서울지방고용노동청 앞,일일권,,20대,1,90.21,0.78,3350,17
2024-12-01,1,529,529. 장한평역 8번 출구 앞,일일권,,20대,1,68.35,0.57,2465.57,16
2024-12-01,1,4353,4353. 코오롱디지털타워 3차앞,일일권,,20대,1,123.63,1.03,4460,58
2024-12-01,1,4776,4776. 신세계면세점,일일권,,20대,1,82,0.92,3981.89,28
2024-12-01,1,4065,4065. 창동역 1번출구 앞,일일권,,20대,1,46.4,0.43,1859.99,11
2024-12-01,1,3680,3680. 강동역3번출구,일일권,,20대,1,16.22,0.15,650,5
2024-12-01,1,4509,4509. 서울영상고교 입구,일일권,,20대,1,188.71,1.54,6618.51,35
2024-12-01,1,4565,4565. 영등포 신세계백화점,일일권,,20대,1,133.73,1.42,6140,45
2024-12-01,1,4870,4870. 몽촌토성역 3번 출구,일일권,,20대,1,73.73,0.55,2356.76,17
2024-12-01,1,4633,4633. 센트럴파크타워 앞,일일권,,20대,1,108,0.79,3409.15,22
2024-12-01,1,245,245. 삼성생명 당산사옥 앞,일일권,,20대,1,71.42,0.57,2470.47,15
2024-12-01,1,128,128. 신촌역(2호선) 1번출구 옆,일일권,,20대,1,68.52,0.7,3035.55,52
2024-12-01,1,4222,4222. 서울디자인고등학교 앞,일일권,,20대,1,133.91,1.23,5283.83,30
2024-12-01,1,4636,4636. 용산구꿈나무종합타운 앞,일일권,,20대,1,32.02,0.38,1650,12
2024-12-01,1,5082,5082. 가양역 7번출구,일일권,,20대,1,6.42,0.04,180,3
2024-12-01,1,4641,4641. 아메리칸센터,일일권,,20대,1,48.11,0.41,1786.71,21
2024-12-01,1,558,558. 성동광진 교육지원청 앞,일일권,,20대,1,64.99,0.59,2524.69,13
2024-12-01,1,635,635. 시조사 앞,일일권,,20대,1,86.39,0.7,3030,14
2024-12-01,1,230,230. 영등포구청역 1번출구,일일권,,20대,1,76.9,0.72,3082.57,24
2024-12-01,1,268,268. 그랜드컨벤션센터 앞,일일권,,20대,1,45.3,0.51,2200,11
2024-12-01,1,1012,1012. 천호역효성해링턴타워 앞,일일권,,20대,1,77.1,0.56,2433.85,19
2024-12-01,1,1021,1021. 강일동 리슈빌 빌딩앞,일일권,,20대,1,78.43,0.71,3046.89,34
2024-12-01,1,1601,1601. 석계역 문화광장 내 자전거 보관소,일일권,,20대,1,67.11,0.73,3138.35,17
2024-12-01,1,1321,1321. 국민은행 종암동지점 앞,일일권,,20대,1,35.69,0.29,1234.64,32
2024-12-01,1,403,403. 부엉이공원 앞,일일권,,20대,1,163.87,1.68,7260,49
2024-12-01,1,106,106. 합정역 7번출구 앞,일일권,,20대,1,581.65,5.24,22597.05,86
2024-12-01,1,2032,2032. 이수역 11번출구쪽,일일권,,20대,1,56.6,0.35,1504.62,23
2024-12-01,1,2274,2274. 양재시민의숲역 3번출구,일일권,,30대,1,54.27,0.45,1957.87,10
2024-12-01,1,1278,1278. 송파구청 교차로,일일권,,30대,1,19.51,0.24,1026.56,9
2024-12-01,1,111,111. 상수역 2번출구 앞,일일권,,30대,1,112.15,0.88,3776.09,26
2024-12-01,1,2608,2608. 송파구청,일일권,,30대,1,26.79,0.22,966.48,8
2024-12-01,1,113,113. 홍대입구역 2번출구 앞,일일권,,30대,1,145.79,1.02,4382.7,39
2024-12-01,1,779,779. 신정1동 주민센터 앞,일일권,,30대,1,51.56,0.55,2367.18,18
2024-12-01,1,670,670.삼육서울병원 버스정류장,일일권,,30대,1,41.27,0.32,1371.31,17
2024-12-01,1,3013,3013.서울지방고용노동청 앞,일일권,,30대,1,347.37,2.91,12531.26,79
2024-12-01,1,540,540. 군자역 7번출구 베스트샵 앞,일일권,,30대,1,43.2,0.47,2020,8
2024-12-01,1,3786,3786. 강서힐스테이트 상가 앞,일일권,,30대,1,22.53,0.16,693.9,5
2024-12-01,1,4852,4852. 서울복합물류 게이트 1,일일권,,30대,1,133.72,1.02,4385.58,24
2024-12-01,1,4026,4026. 상계주공1단지아파트,일일권,,30대,1,16.59,0.17,734.86,5
2024-12-01,1,4370,4370. 성동교 사거리,일일권,,30대,1,61.09,0.5,2142.58,27
2024-12-01,1,4233,4233. 코오롱아파트사거리,일일권,,30대,1,50.69,0.46,1969.43,12
2024-12-01,1,4601,4601.양평역2번출구 뒤,일일권,,30대,1,70.48,0.52,2224.76,11
2024-12-01,1,4641,4641. 아메리칸센터,일일권,,30대,1,22.34,0.18,772.67,5
2024-12-01,1,267,267. 삼성화재 사옥 옆,일일권,,30대,1,222.5,1.32,5675.54,29
2024-12-01,1,270,270. 증권거래소후문교차로,일일권,,30대,2,47.65,0.46,1956.82,18
2024-12-01,1,205,205. 산업은행 앞,일일권,,30대,1,56.45,0.46,1980,9
2024-12-01,1,1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),일일권,,30대,1,45.29,0.35,1504.83,13
2024-12-01,1,2302,2302. 교보타워 버스정류장(신논현역 3번출구 후면),일일권,,30대,1,431.87,3.33,14349.87,51
2024-12-01,1,1953,1953. 천왕역 4번출구 뒤,일일권,,30대,1,25.93,0.18,779.6,5
2024-12-01,1,1925,1925. 동양미래대학교 정문 옆,일일권,,30대,1,74.57,0.62,2690,19
2024-12-01,1,383,383. 신당역 12번 출구 뒤,일일권,,40대,1,73.72,0.54,2327.12,18
2024-12-01,1,4784,4784. 중부경찰서앞 사거리,일일권,,60대,1,14.92,0.12,538.12,7
2024-12-01,1,731,731. 서울시 도로환경관리센터,일일권,,10대,1,77.08,0.63,2703.33,15
2024-12-01,1,542,542. 강변역 4번출구 뒤,일일권,,10대,1,44.7,0.44,1881.26,8
2024-12-01,1,3853,3853. 어린이대공원역 2번출구,일일권,,10대,1,55.55,0.5,2158.27,13
2024-12-01,1,128,128. 신촌역(2호선) 1번출구 옆,일일권,,10대,1,57.26,0.56,2410,13
2024-12-01,1,701,701. 목동사거리 부근,일일권,,10대,1,24.18,0.24,1017.87,6
2024-12-01,1,3936,3936. 힐스테이트 신도림역,일일권,,10대,1,146.2,1.32,5680,34
2024-12-01,1,1011,1011. LIGA 아파트 앞,일일권,,10대,1,31.13,0.3,1310,7
2024-12-01,1,1952,1952. 천왕연지타운2단지 앞,일일권,,10대,1,44.76,0.44,1884.01,11
2024-12-01,1,1450,1450. 화랑대역 7번출구,일일권,F,10대,3,212.72,2.13,9201.46,113
2024-12-01,1,1197,1197. 엠펠리체 호텔 건너편,일일권,F,10대,1,46.86,0.42,1820.32,11
2024-12-01,1,549,549. 아차산역 3번출구,일일권,F,10대,1,109.95,1.04,4478.45,24
2024-12-01,1,3657,3657. 서울천호동우체국,일일권,F,10대,1,19.37,0.23,998.07,6
2024-12-01,1,551,551. 구의삼성쉐르빌 앞,일일권,F,10대,1,50.73,0.42,1830,17
2024-12-01,1,2273,2273. 일동제약 사거리,일일권,F,20대,1,66.76,0.6,2593.78,15
2024-12-01,1,3513,3513. 상왕십리역 1번출구,일일권,F,20대,1,49.34,0.56,2395.85,19
2024-12-01,1,1960,1960. 구로거리공원 동측(신도림역 방면),일일권,F,20대,2,57.86,0.52,2247.95,23
2024-12-01,1,1851,1851. 가산디지털단지 9번출구 인근,일일권,F,20대,1,33.14,0.3,1287.59,8
2024-12-01,1,398,398. 을지로3가역 3번출구,일일권,F,20대,1,51.83,0.67,2908.44,16
2024-12-01,1,111,111. 상수역 2번출구 앞,일일권,F,20대,1,79.32,0.82,3514.2,32
2024-12-01,1,1175,1175. 대한항공 인력개발센터,일일권,F,20대,1,78.91,0.98,4240,28
2024-12-01,1,1193,1193. 마곡센트럴타워 1차,일일권,F,20대,1,73.5,0.66,2855.66,19
2024-12-01,1,1197,1197. 엠펠리체 호텔 건너편,일일권,F,20대,2,83.15,1,4319.14,47
2024-12-01,1,2620,2620. 송파나루역 4번 출구옆,일일권,F,20대,1,61.78,0.56,2400,22
2024-12-01,1,114,114. 홍대입구역 8번출구 앞,일일권,F,20대,1,49.38,0.45,1918.27,18
2024-12-01,1,3002,3002.벽산상암스마트큐브 ,일일권,F,20대,1,34.79,0.31,1351.78,12
2024-12-01,1,162,162. 봉원고가차도 밑,일일권,F,20대,1,26.49,0.32,1393.37,9
2024-12-01,1,978,978.녹번 힐스테이트상가앞,일일권,F,20대,1,19.54,0.18,759.17,10
2024-12-01,1,4611,4611. 국제루터교회 앞,일일권,F,20대,1,40.47,0.36,1572.21,16
2024-12-01,1,4208,4208. 스타벅스(동교동) 앞,일일권,F,20대,1,120.32,1.08,4674.29,35
2024-12-01,1,4031,4031. 청암예술학교 앞,일일권,F,20대,2,161.63,1.88,8102.46,47
2024-12-01,1,614,614. 용두동 사거리,일일권,F,20대,1,21.26,0.19,825.87,5
2024-12-01,1,4643,4643. 한가람아파트 앞,일일권,F,20대,1,102.98,0.93,4000.72,26
2024-12-01,1,1021,1021. 강일동 리슈빌 빌딩앞,일일권,F,20대,1,18.97,0.17,736.91,31
2024-12-01,1,2016,2016. 신대방삼거리역 3번출구쪽,일일권,F,20대,1,27.92,0.28,1215.41,7
2024-12-01,1,2332,2332. 선릉역3번출구,일일권,F,20대,1,131.13,1.18,5094.52,48
2024-12-01,1,1605,1605. 헬스케어,일일권,F,20대,1,39.45,0.36,1532.73,8
2024-12-01,1,280,280. 양평동6차현대아파트 앞,일일권,F,30대,1,26.1,0.24,1014.06,7
2024-12-01,1,1197,1197. 엠펠리체 호텔 건너편,일일권,F,30대,1,21.73,0.22,930,8
2024-12-01,1,3549,3549.건영아파트 앞,일일권,F,30대,1,54.08,0.49,2101.16,13
2024-12-01,1,3905,3905. 희훈타워빌 앞,일일권,F,30대,1,59.14,0.53,2297.47,15
2024-12-01,1,4211,4211. 시석빌딩 앞,일일권,F,30대,1,107.14,1.31,5636.41,44
2024-12-01,1,3786,3786. 강서힐스테이트 상가 앞,일일권,F,30대,1,11.88,0.14,600,4
2024-12-01,1,815,815. LIG강촌아파트 103동앞,일일권,F,30대,1,132.9,1.2,5163.1,27
2024-12-01,1,916,916. 평생학습관 앞,일일권,F,30대,1,22.91,0.21,890,6
2024-12-01,1,1946,1946. 구로역 광장,일일권,F,30대,2,79.96,0.78,3371.56,20
2024-12-01,1,1975,1975. 대림역 1번 출입구 밑,일일권,F,40대,1,26.04,0.25,1096.06,8
2024-12-01,1,1451,1451. 중랑세무서,일일권,F,40대,1,62.45,0.76,3285.47,24
2024-12-01,1,114,114. 홍대입구역 8번출구 앞,일일권,F,40대,1,27.28,0.25,1060,12
2024-12-01,1,2719,2719.마곡문화공원,일일권,F,40대,1,52.72,0.48,2048.27,14
2024-12-01,1,4453,4453. 위례중앙푸르지오 201동 앞,일일권,F,40대,1,48.49,0.52,2226.27,15
2024-12-01,1,130,130. 신촌역(2호선) 7번출구 앞,일일권,F,40대,1,20.45,0.24,1032.91,11
2024-12-01,1,2503,2503. 반포1동 서초빌딩 앞,일일권,F,50대,1,50.53,0.58,2502.03,17
2024-12-01,1,3759,3759. 이대서울병원,일일권,F,50대,1,70.02,0.63,2720.09,13
2024-12-01,1,1088,1088.풍납사거리(강동),일일권,F,10대,1,43.52,0.39,1690.57,12
2024-12-01,1,3571,3571.화양 APT(횡단보도 옆),일일권,F,10대,1,49.13,0.44,1908.72,12
2024-12-01,1,1334,1334. 석관동주민센터 앞,일일권,F,10대,1,55.47,0.5,2154.83,23
2024-12-01,1,1153,"1153. 발산역 1번, 9번 인근 대여소",일일권,M,10대,1,59.99,0.7,3030,21
2024-12-01,1,1344,1344. 아리랑시네센터 앞,일일권,M,10대,2,60.1,0.59,2530.94,21
2024-12-01,1,1542,1542. 삼양사거리역,일일권,M,10대,2,202.72,1.61,6929.44,49
2024-12-01,1,1692,1692. 온곡초교 교차로,일일권,M,10대,1,26.03,0.21,913.02,25
2024-12-01,1,1197,1197. 엠펠리체 호텔 건너편,일일권,M,10대,1,16.99,0.15,660,8
2024-12-01,1,440,440. 하늘공원 입구,일일권,M,10대,1,35.44,0.3,1278.42,56
2024-12-01,1,483,483.남산타운아파트 버스정류장,일일권,M,10대,1,40.52,0.37,1574.21,7
2024-12-01,1,3420,3420. 성균관대입구 사거리 B,일일권,M,10대,2,43.4,0.38,1635.92,10
2024-12-01,1,2525,2525.반포쇼핑타운 2동 앞,일일권,M,10대,1,50.24,0.45,1951.76,13
2024-12-01,1,1869,1869.롯데캐슬골드파크3차 301동 앞,일일권,M,10대,1,29.91,0.35,1510.71,11
2024-12-01,1,114,114. 홍대입구역 8번출구 앞,일일권,M,10대,1,30.64,0.25,1060,14
2024-12-01,1,785,"785.양천구청, 보건소 사잇길",일일권,M,10대,1,22.22,0.24,1020,9
2024-12-01,1,788,788.양천구청역 2번출구 옆,일일권,M,10대,1,49.62,0.42,1790,13
2024-12-01,1,2706,2706.강서공업고등학교 앞,일일권,M,10대,1,29.67,0.32,1362.15,12
2024-12-01,1,2903,2903.월계초안아파트 1단지,일일권,M,10대,1,16.91,0.14,610,3
2024-12-01,1,2909,2909. 석계역 3번 출구,일일권,M,10대,1,17.13,0.15,665.55,3
2024-12-01,1,1569,1569.수유역2번출구,일일권,M,10대,2,133.16,1.17,5012.97,36
2024-12-01,1,3119,3119.연희 브라운스톤 아파트 앞,일일권,M,10대,1,78.9,0.68,2930,16
2024-12-01,1,3570,3570.구의역 리버비스타 오피스텔,일일권,M,10대,1,171.05,1.18,5081.69,29
2024-12-01,1,542,542. 강변역 4번출구 뒤,일일권,M,10대,1,53.58,0.57,2460,12
2024-12-01,1,3803,3803. 남서울중학교,일일권,M,10대,1,95.14,1,4290,54
2024-12-01,1,615,615. 용두동 래미안허브리츠아파트 앞,일일권,M,10대,1,56.46,0.51,2193.49,13
2024-12-01,1,3688,3688. 상일동산(동아아파트앞 교차로),일일권,M,10대,1,207.25,2.38,10262.12,143
2024-12-01,1,4594,4594. 양평교 영등포대여소,일일권,M,10대,3,964.7,8.19,35291.45,232
2024-12-01,1,4080,4080. 창동주공19단지앞 ,일일권,M,10대,1,68.48,0.62,2660.6,30
2024-12-01,1,5862,5862. 당산역11번출구,일일권,M,10대,1,76.9,0.64,2774.12,20
2024-12-01,1,5768,5768.방이삼거리,일일권,M,10대,1,123.5,1.17,5030,39
2024-12-01,1,268,268. 그랜드컨벤션센터 앞,일일권,M,10대,1,73.51,0.57,2475.13,15
2024-12-01,1,201,201. 진미파라곤 앞,일일권,M,10대,1,44.69,0.4,1736.38,20
2024-12-01,1,1016,1016. 해뜨는 주유소옆 리엔파크 109동앞,일일권,M,10대,1,50.47,0.5,2160,118
2024-12-01,1,1814,1814. 두산위브아파트 옆 상가건물 앞,일일권,M,10대,1,24.45,0.27,1143.55,7
2024-12-01,1,1503,1503. 강북구청사거리(수유역 8번출구),일일권,M,10대,1,99.1,0.89,3850,27
2024-12-01,1,2040,2040. 비계 버스정류소,일일권,M,10대,1,79.02,0.71,3070.12,30
2024-12-01,1,108,108. 서교동 사거리,일일권,M,20대,1,45.99,0.41,1786.87,14
2024-12-01,1,505,505. 자양사거리 광진아크로텔 앞,일일권,M,20대,1,30.08,0.25,1070,4
2024-12-01,1,1251,1251. 석촌역 2번출구,일일권,M,20대,1,95.83,0.79,3408.3,19
2024-12-01,1,1535,1535. 효성인텔리안 앞,일일권,M,20대,1,25.48,0.23,990.07,9
2024-12-01,1,1653,1653. 노원역1번출구,일일권,M,20대,1,52.07,0.41,1753.36,12
2024-12-01,1,1721,1721. 창동역 2번출구 ,일일권,M,20대,1,44.73,0.4,1737.87,57
2024-12-01,1,1354,1354. 고려대학교 2번출구,일일권,M,20대,1,48.51,0.41,1750,16
2024-12-01,1,2171,2171. 서울대입구역 5번출구,일일권,M,20대,2,413.13,2.97,12827.09,76
2024-12-01,1,1358,1358. 정릉도서관 앞,일일권,M,20대,1,34.19,0.35,1514.88,8
2024-12-01,1,1851,1851. 가산디지털단지 9번출구 인근,일일권,M,20대,1,40.74,0.3,1286.14,8
2024-12-01,1,1050,1050.  둔촌역 3번 출입구,일일권,M,20대,1,63.75,0.51,2205.38,15
2024-12-01,1,431,431. 청계천 영도교,일일권,M,20대,1,44.34,0.32,1399.56,12
2024-12-01,1,1734,1734. 쌍문현대1차아파트 108동 앞,일일권,M,20대,1,37.98,0.32,1370,7
2024-12-01,1,331,331. 을지로2가 사거리 북측,일일권,M,20대,1,44.58,0.42,1815.7,14
2024-12-01,1,1684,1684. 태릉입구역 5번출구,일일권,M,20대,1,67.72,0.66,2850,17
2024-12-01,1,280,280. 양평동6차현대아파트 앞,일일권,M,20대,2,82.16,0.56,2384.58,22
2024-12-01,1,454,454. 종로2가 버스정류장 (종각방향),일일권,M,20대,1,45.44,0.35,1530,13
2024-12-01,1,3534,3534. 건대입구역 5번출구 뒤,일일권,M,20대,1,119.44,1.04,4501.59,51
2024-12-01,1,2608,2608. 송파구청,일일권,M,20대,1,106.78,0.99,4280,33
2024-12-01,1,1193,1193. 마곡센트럴타워 1차,일일권,M,20대,1,72.41,0.65,2813.2,21
2024-12-01,1,291,291. 문래동 하이테크 시티,일일권,M,20대,1,368.14,2.77,11918.41,75
2024-12-01,1,355,355. 서울사대부설초등학교 앞,일일권,M,20대,1,57.48,0.52,2233.04,11
2024-12-01,1,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,20대,1,182.17,1.64,7077.38,34
2024-12-01,1,479,479.동대입구역 3번 출구,일일권,M,20대,1,48.25,0.43,1874.39,18
2024-12-01,1,3421,3421.혜화역 1번출구,일일권,M,20대,4,187.16,1.55,6650.31,39
2024-12-01,1,3432,3432.종로2가 사거리,일일권,M,20대,2,44.1,0.23,994.38,16
2024-12-01,1,2637,2637. 아시아지하보도 14번 출구,일일권,M,20대,1,74.19,0.56,2402.04,23
2024-12-01,1,2429,2429.압구정로데오역 6번출구,일일권,M,20대,1,48.6,0.47,2045.32,14
2024-12-01,1,2517,2517. 서초그랑자이 앞,일일권,M,20대,1,86.56,0.78,3363.03,27
2024-12-01,1,2525,2525.반포쇼핑타운 2동 앞,일일권,M,20대,1,101.42,0.91,3940,26
2024-12-01,1,2911,2911.상계역중앙시장,일일권,M,20대,2,141.95,1.3,5631.93,41
2024-12-01,1,2919,2919.등나무 근린공원(시립북서울미술관 앞) ,일일권,M,20대,1,79.83,0.58,2520,17
2024-12-01,1,3010,3010.홍대입구역 3번출구,일일권,M,20대,1,27,0.24,1048.86,5
2024-12-01,1,3131,3131.연가교 교차로,일일권,M,20대,1,20,0.16,701.55,4
2024-12-01,1,1384,1384.성신여대입구역 5번출구,일일권,M,20대,1,118.32,1.16,4980,33
2024-12-01,1,1461,1461.동양엔파트 앞,일일권,M,20대,1,81.33,0.76,3260,23
2024-12-01,1,3570,3570.구의역 리버비스타 오피스텔,일일권,M,20대,2,151.88,1.19,5130,21
2024-12-01,1,3582,3582.화양동 우체국,일일권,M,20대,1,36.66,0.33,1424.2,9
2024-12-01,1,3560,3560.성동구 견인차량 보관소 앞,일일권,M,20대,1,117.04,0.81,3477.18,16
2024-12-01,1,3561,3561.행당동 삼부APT후문,일일권,M,20대,1,24.97,0.23,970,4
2024-12-01,1,2658,2658.가락몰 업무동,일일권,M,20대,1,109.8,0.99,4265.64,25
2024-12-01,1,4211,4211. 시석빌딩 앞,일일권,M,20대,1,25.44,0.23,988.27,4
2024-12-01,1,3798,3798. 그랜드아이파크아파트 앞,일일권,M,20대,1,79.28,0.71,3080,15
2024-12-01,1,4460,4460. 올림픽훼미리아파트 112동 앞,일일권,M,20대,1,0,0,176,154
2024-12-01,1,4011,4011. 월계 센트럴 아이파크,일일권,M,20대,1,35.9,0.32,1394.71,9
2024-12-01,1,4032,4032. 불암주유소 앞,일일권,M,20대,1,117.63,1.06,4570,29
2024-12-01,1,4508,4508. 유원목동아파트 103동 앞,일일권,M,20대,1,39.64,0.33,1410,6
2024-12-01,1,4565,4565. 영등포 신세계백화점,일일권,M,20대,1,50.34,0.45,1955.7,15
2024-12-01,1,4173,4173. 중대후문 마을버스정류장,일일권,M,20대,1,88.04,0.79,3420.34,17
2024-12-01,1,4078,4078. 원당공원 앞,일일권,M,20대,1,54.39,0.44,1881.57,14
2024-12-01,1,4870,4870. 몽촌토성역 3번 출구,일일권,M,20대,1,45.05,0.41,1750,10
2024-12-01,1,4826,4826. 홈플러스 면목점,일일권,M,20대,1,72.27,0.58,2500,13
2024-12-01,1,5073,5073. 우장산역 헤링턴타워 앞,일일권,M,20대,1,60.37,0.56,2420,16
2024-12-01,1,4382,4382. 페코텍글로벌허브빌딩 앞,일일권,M,20대,1,38.61,0.3,1300,9
2024-12-01,1,701,701. 목동사거리 부근,일일권,M,20대,1,1.62,0.01,62.98,4
2024-12-01,1,5082,5082. 가양역 7번출구,일일권,M,20대,1,59.13,0.5,2163.89,10
2024-12-01,1,5858,5858. 영등포역5번출구,일일권,M,20대,1,42.18,0.37,1613.76,11
2024-12-01,1,5865,5865.더리브오피스텔 앞,일일권,M,20대,1,38.53,0.32,1390,13
2024-12-01,1,5768,5768.방이삼거리,일일권,M,20대,1,25.74,0.23,1000,6
2024-12-01,1,3936,3936. 힐스테이트 신도림역,일일권,M,20대,1,47.92,0.43,1861.5,8
2024-12-01,1,4846,4846. 상봉동양엔파트 앞,일일권,M,20대,1,56.34,0.49,2092.15,11
