대여일자,대여시간,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
2024-12-01,0,1442,1442. 중랑구청 중화동 별관 앞,정기권,,10대,1,105.32,0.66,2829.3,18
2024-12-01,0,2728,2728.마곡나루역 3번 출구,정기권,,10대,1,22.45,0.25,1090,7
2024-12-01,0,1023,1023. 한국종합기술사옥 앞,정기권,,20대,1,148.31,0.87,3745.23,21
2024-12-01,0,1150,1150. 송정역 1번출구,정기권,,20대,1,24.01,0.19,808.44,6
2024-12-01,0,1260,1260. 방이동 한양3차아파트 옆,정기권,,20대,1,92.85,0.94,4042.55,35
2024-12-01,0,1353,1353. 금호어울림센터힐 내,정기권,,20대,1,29.86,0.26,1108.96,5
2024-12-01,0,1961,1961. 신도림테크노근린공원,정기권,,20대,1,17.97,0.18,756.48,4
2024-12-01,0,3517,3517. 용마사거리,정기권,,20대,1,84.59,0.56,2400,19
2024-12-01,0,2173,2173. 당곡사거리,정기권,,20대,1,31.39,0.32,1390.79,10
2024-12-01,0,2175,2175. 신림동걷고싶은문화의거리입구,정기권,,20대,1,46.43,0.39,1674.99,24
2024-12-01,0,752,752. 성원2차 아파트,정기권,,20대,1,19.84,0.18,795.21,8
2024-12-01,0,1363,1363. 보문4교 인근,정기권,,20대,1,21.39,0.2,857.54,4
2024-12-01,0,1169,1169. 염창역 1번 출구,정기권,,20대,1,59.35,0.63,2725.09,18
2024-12-01,0,2177,2177. 신대방역 2번 출구,정기권,,20대,1,55.79,0.5,2167.55,15
2024-12-01,0,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기권,,20대,1,52.84,0.56,2426.16,19
2024-12-01,0,657,657. 동대문롯데캐슬아파트 앞,정기권,,20대,1,40.93,0.37,1590,10
2024-12-01,0,283,283. 아크로타워 스퀘어(영등포시장),정기권,,20대,1,43.42,0.3,1290,44
2024-12-01,0,3533,3533. 건대입구역 사거리(롯데백화점),정기권,,20대,1,57.16,0.52,2220.65,12
2024-12-01,0,3534,3534. 건대입구역 5번출구 뒤,정기권,,20대,1,40.92,0.36,1542.17,14
2024-12-01,0,1692,1692. 온곡초교 교차로,정기권,,20대,1,21.58,0.17,726.63,2
2024-12-01,0,2608,2608. 송파구청,정기권,,20대,1,157.73,1.32,5690,32
2024-12-01,0,355,355. 서울사대부설초등학교 앞,정기권,,20대,1,28.7,0.29,1271.45,7
2024-12-01,0,2701,2701. 마곡나루역 5번출구 뒤편,정기권,,20대,1,36.04,0.32,1400,9
2024-12-01,0,2620,2620. 송파나루역 4번 출구옆,정기권,,20대,1,13.03,0.12,506.26,3
2024-12-01,0,3416,3416.동묘앞역 6번출구,정기권,,20대,1,51.28,0.59,2539.02,14
2024-12-01,0,3422,3422.성균관대 정문,정기권,,20대,1,46.98,0.38,1625,6
2024-12-01,0,2628,2628.문정역 1번출구,정기권,,20대,1,58.68,0.44,1899.86,8
2024-12-01,0,1867,1867.대륭포스트타워6차 앞,정기권,,20대,1,19.07,0.16,668.99,5
2024-12-01,0,3204,3204.도림고가도로 밑,정기권,,20대,1,128.28,1.16,4983.5,23
2024-12-01,0,3206,3206.문래동 주민센터,정기권,,20대,1,26.24,0.24,1019.31,8
2024-12-01,0,775,775.세종그랑시아 앞(102동),정기권,,20대,1,17.49,0.17,735.93,3
2024-12-01,0,779,779. 신정1동 주민센터 앞,정기권,,20대,1,63.02,0.51,2180,9
2024-12-01,0,2715,2715.마곡나루역 2번 출구 ,정기권,,20대,2,64.13,0.72,3112,20
2024-12-01,0,2721,2721.등촌1-10단지 교차로,정기권,,20대,1,62.86,0.5,2145.07,12
2024-12-01,0,793,793.목동5단지아파트 534동,정기권,,20대,1,58.72,0.33,1412.11,6
2024-12-01,0,2730,2730.마곡메가박스 앞,정기권,,20대,1,28.15,0.22,935.23,6
2024-12-01,0,2909,2909. 석계역 3번 출구,정기권,,20대,1,73.14,0.61,2638.36,139
2024-12-01,0,2915,2915.서울과학기술대학교(어학교육원),정기권,,20대,1,58.21,0.46,1986.56,15
2024-12-01,0,1751,1751. 창원초등학교 교차로,정기권,,20대,1,35.8,0.26,1130,5
2024-12-01,0,1384,1384.성신여대입구역 5번출구,정기권,,20대,1,10.84,0.12,526.45,4
2024-12-01,0,3569,3569.건대병원후문,정기권,,20대,3,179.45,1.48,6405.41,40
2024-12-01,0,3544,3544.한양대역 3번 출구,정기권,,20대,1,10.73,0.1,430,12
2024-12-01,0,2187,2187. 현대시장사거리,정기권,,20대,1,16.73,0.15,650,4
2024-12-01,0,795,795.양천 해누리타운,정기권,,20대,1,22.83,0.21,886.88,5
2024-12-01,0,796,796.목동아파트 14단지 B상가 앞,정기권,,20대,1,32.06,0.29,1245.63,9
2024-12-01,0,797,797.목동아파트 1422동 1434동 사잇길,정기권,,20대,1,41.35,0.39,1684.33,31
2024-12-01,0,3588,3588.세종대학교(영실관),정기권,,20대,1,25.72,0.19,811.96,5
2024-12-01,0,3772,3772. 길성그랑프리텔아파트,정기권,,20대,1,20.33,0.18,790,4
2024-12-01,0,4121,4121. 서울문화재단 앞,정기권,,20대,1,22.65,0.2,880,5
2024-12-01,0,4469,4469. 거여동 어울림아파트  102동앞,정기권,,20대,1,19.71,0.18,790,3
2024-12-01,0,4491,4491. 장지역 1번출구,정기권,,20대,1,186.12,1.35,5802.44,40
2024-12-01,0,124,124. 서강대 정문 건너편,정기권,,20대,1,61.48,0.52,2249.99,14
2024-12-01,0,4852,4852. 서울복합물류 게이트 1,정기권,,20대,1,11.77,0.11,487.13,2
2024-12-01,0,3803,3803. 남서울중학교,정기권,,20대,1,19.39,0.17,720.03,3
2024-12-01,0,605,605. 신설동역8번출구,정기권,,20대,1,108.25,0.95,4080,21
2024-12-01,0,3681,3681. 길동 마루빌딩,정기권,,20대,1,35.01,0.21,884.19,7
2024-12-01,0,4864,4864. 송파사거리,정기권,,20대,1,68.32,0.55,2363.37,23
2024-12-01,0,231,231. 남부고용노동지청 남측,정기권,,20대,1,49.76,0.49,2094.35,11
2024-12-01,0,232,232. 양평우림 이비즈센타 앞,정기권,,20대,1,73.58,0.65,2815.12,15
2024-12-01,0,4037,4037. 물넘이교,정기권,,20대,1,45.52,0.37,1574.6,10
2024-12-01,0,236,236. 문래동자이아파트 앞,정기권,,20대,2,55.34,0.52,2210,12
2024-12-01,0,4820,4820. 망우역 2번 출구,정기권,,20대,1,126.33,1.01,4370,28
2024-12-01,0,242,242. 신길선원가와인아파트 앞,정기권,,20대,1,41.04,0.34,1480.39,17
2024-12-01,0,5074,"5074. 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",정기권,,20대,1,17.04,0.18,796.63,4
2024-12-01,0,4840,4840. 서울시 북부병원 앞,정기권,,20대,1,28.95,0.23,1001.3,6
2024-12-01,0,4540,4540. 목동역 3번 출구,정기권,,20대,1,43.72,0.39,1698.64,10
2024-12-01,0,703,703. 오목교역 7번출구 앞,정기권,,20대,1,40.14,0.43,1842.76,15
2024-12-01,0,4951,4951. 강동농협 버스정류소 앞(광채빌라),정기권,,20대,1,61.52,0.55,2390,13
2024-12-01,0,4543,4543. 오목교역 6번 출구,정기권,,20대,1,41.4,0.29,1230,9
2024-12-01,0,3890,3890. 웰츠타워 오피스텔,정기권,,20대,1,20.41,0.21,888.82,8
2024-12-01,0,5768,5768.방이삼거리,정기권,,20대,1,121.38,0.82,3523.09,18
2024-12-01,0,6171,6171. 월드빌딩 앞,정기권,,20대,1,21.51,0.18,775.93,9
2024-12-01,0,4933,4933. 디에이치퍼스티어아이파크 159동 앞,정기권,,20대,1,32.16,0.27,1160,6
2024-12-01,0,4399,4399. 더리브 세종타워 앞,정기권,,20대,1,48.52,0.41,1750.5,11
2024-12-01,0,134,134. 연세로 명물길,정기권,,20대,1,35.72,0.26,1113.52,5
2024-12-01,0,264,264. 교보생명보험 앞,정기권,,20대,1,35.1,0.4,1704.35,15
2024-12-01,0,268,268. 그랜드컨벤션센터 앞,정기권,,20대,1,16.76,0.13,549.77,5
2024-12-01,0,585,585. 성수2가1동 공영주차장 인근,정기권,,20대,1,7.98,0.07,320,21
2024-12-01,0,1112,1112. 마곡엠밸리4단지 정문,정기권,,20대,1,12.31,0.17,740,5
2024-12-01,0,1222,1222. 잠실새내역 5번 출구 뒤,정기권,,20대,1,67.36,0.61,2617.03,14
2024-12-01,0,176,176. 명지대학교 도서관,정기권,,20대,1,61.97,0.6,2565.53,10
2024-12-01,0,1401,1401. 극동늘푸른아파트,정기권,,20대,1,29.95,0.28,1220,6
2024-12-01,0,1901,1901. 신도림동주민센터 앞,정기권,,20대,1,72.68,0.62,2660,14
2024-12-01,0,2013,2013. 장승배기역 5번출구,정기권,,20대,1,30.25,0.26,1140,4
2024-12-01,0,2020,2020. 장승배기역2번출구뒷편쪽,정기권,,20대,1,20.49,0.27,1150,11
2024-12-01,0,2102,2102. 봉림교 교통섬,정기권,,20대,1,54.93,0.47,2010.49,16
2024-12-01,0,2104,2104. 사당역 5번출구,정기권,,20대,1,32.18,0.29,1250,8
2024-12-01,0,2128,2128. 관악구청교차로,정기권,,20대,1,13.86,0.12,514.72,3
2024-12-01,0,403,403. 부엉이공원 앞,정기권,,20대,1,8,0.11,480.84,3
2024-12-01,0,1630,1630. 수연빌딩 앞,정기권,,20대,1,39.57,0.31,1314.95,8
2024-12-01,0,1218,1218. 방이역 4번출구,정기권,,20대,1,67.71,0.66,2849.65,15
2024-12-01,0,107,107. 신한은행 서교동지점,정기권,,20대,1,64.3,0.6,2577.17,15
2024-12-01,0,1914,1914. 대림역4번출구,정기권,,20대,1,8.28,0.07,321.49,10
2024-12-01,0,417,417. DMC역 2번출구 옆,정기권,,20대,1,98.61,0.84,3608.99,21
2024-12-01,0,1030,1030. 미호 플랜트 앞,정기권,,30대,1,31.66,0.17,740.33,4
2024-12-01,0,1442,1442. 중랑구청 중화동 별관 앞,정기권,,30대,1,19.34,0.16,697.84,6
2024-12-01,0,1721,1721. 창동역 2번출구 ,정기권,,30대,1,23.47,0.18,790.24,6
2024-12-01,0,1662,1662. 노원역7번출구,정기권,,30대,1,17.23,0.15,640,5
2024-12-01,0,1050,1050.  둔촌역 3번 출입구,정기권,,30대,1,22.18,0.2,861.61,9
2024-12-01,0,1174,1174. 강서구청사거리(부민병원),정기권,,30대,1,5.62,0.07,283.79,1
2024-12-01,0,1295,1295. 잠실역 8번출구,정기권,,30대,1,16.67,0.13,561.32,2
2024-12-01,0,3536,3536. 중앙농협(자양동),정기권,,30대,1,9.64,0.08,352.72,2
2024-12-01,0,2639,2639.석촌역 8번출구,정기권,,30대,1,23.17,0.2,873.31,5
2024-12-01,0,2530,2530.삼호3차아파트 앞,정기권,,30대,1,57.67,0.44,1916.11,10
2024-12-01,0,2824,2824.미래사랑어린이공원 앞,정기권,,30대,1,86.68,0.67,2880,17
2024-12-01,0,3219,3219.영등포역 1번출구,정기권,,30대,1,19.42,0.14,583.75,3
2024-12-01,0,2715,2715.마곡나루역 2번 출구 ,정기권,,30대,1,44.22,0.4,1744.7,9
2024-12-01,0,150,150. 서강대역 2번출구 앞,정기권,,30대,1,47.71,0.42,1825.6,11
2024-12-01,0,3009,3009. 홍대입구역 사거리,정기권,,30대,1,105.79,0.95,4110,24
2024-12-01,0,1381,1381.석계역 4번출구 뒤,정기권,,30대,1,0,0,0,4
2024-12-01,0,525,525. 한양대병원사거리,정기권,,30대,1,87.02,0.68,2930,13
2024-12-01,0,3778,3778. 김포공항입구 교차로,정기권,,30대,1,109.46,0.82,3543.91,21
2024-12-01,0,3780,3780. 등촌서광아파트,정기권,,30대,1,13.76,0.15,631.95,6
2024-12-01,0,540,540. 군자역 7번출구 베스트샵 앞,정기권,,30대,1,31.22,0.22,950,6
2024-12-01,0,3668,3668. 성내삼성아파트,정기권,,30대,1,27.44,0.25,1082.72,18
2024-12-01,0,4508,4508. 유원목동아파트 103동 앞,정기권,,30대,1,40.57,0.33,1423.07,8
2024-12-01,0,5052,5052. 마곡역 7번출구,정기권,,30대,1,36.71,0.38,1626.57,12
2024-12-01,0,4872,4872. 개롱역 3번 출구 뒤,정기권,,30대,1,96.98,0.6,2577.79,17
2024-12-01,0,4255,4255. 래미안 루센티아 아파트 108동 앞,정기권,,30대,1,47.57,0.4,1716.1,15
2024-12-01,0,245,245. 삼성생명 당산사옥 앞,정기권,,30대,1,21.85,0.21,890,3
2024-12-01,0,3815,3815. 광일빌딩,정기권,,30대,1,23.82,0.22,954.73,5
2024-12-01,0,4634,4634. 이태원역 3번 출구,정기권,,30대,1,41.88,0.33,1410,6
2024-12-01,0,4683,4683. 은평 성모병원 사거리,정기권,,30대,1,37.73,0.33,1401.24,6
2024-12-01,0,584,584. 광진광장 교통섬,정기권,,30대,2,34.38,0.31,1305.48,8
2024-12-01,0,588,588. 뚝섬 유원지역,정기권,,30대,1,70.5,0.47,2046.46,16
2024-12-01,0,1020,1020. 강동경찰서,정기권,,30대,1,90.4,0.78,3356.96,29
2024-12-01,0,1140,1140. 목동사거리 버스정류장,정기권,,30대,1,63.32,0.48,2050,14
2024-12-01,0,104,104. 합정역 1번출구 앞,정기권,,30대,1,15.01,0.14,592.11,9
2024-12-01,0,1831,1831. 한국전력 구로금천지사 앞,정기권,,30대,1,16.51,0.12,496.3,4
2024-12-01,0,1833,1833. 독산역 1번출구 A,정기권,,30대,1,31.84,0.27,1148.79,5
2024-12-01,0,1911,1911. 구로디지털단지역 앞,정기권,,30대,1,33.46,0.3,1299.84,7
2024-12-01,0,2102,2102. 봉림교 교통섬,정기권,,30대,1,122.7,0.72,3098.45,42
2024-12-01,0,1106,1106. 신방화사거리,정기권,,30대,1,49.76,0.49,2094.48,11
2024-12-01,0,1117,1117. 등촌5단지아파트 버스정류장,정기권,,30대,1,13.3,0.16,671.61,4
2024-12-01,0,1946,1946. 구로역 광장,정기권,,30대,1,30.12,0.27,1170,6
2024-12-01,0,1411,1411. 상봉시장앞 교차로 한성빌딩 앞,정기권,,30대,1,34.53,0.31,1341.57,7
2024-12-01,0,1914,1914. 대림역4번출구,정기권,,30대,1,83.03,0.62,2688.14,37
2024-12-01,0,500,500. 어린이대공원역 3번출구 앞,정기권,,30대,1,44.65,0.35,1523.53,6
2024-12-01,0,744,744. 신목동역 2번 출구,정기권,,40대,1,32.31,0.24,1020,6
2024-12-01,0,2377,2377. 수서역 5번출구,정기권,,40대,1,121.57,0.93,3987.07,27
2024-12-01,0,960,960. 구파발역 환승센터,정기권,,40대,1,45.53,0.41,1768.97,14
2024-12-01,0,1993,1993. 금강수목원아파트 앞,정기권,,40대,1,154.19,1.24,5333.79,26
2024-12-01,0,456,456. 숭인2동 주민센터 입구,정기권,,40대,1,26.96,0.21,920.01,5
2024-12-01,0,2608,2608. 송파구청,정기권,,40대,1,50.88,0.37,1586.3,10
2024-12-01,0,1192,1192. 마곡수명산파크 209동 건너편,정기권,,40대,1,0,0,0,2
2024-12-01,0,3416,3416.동묘앞역 6번출구,정기권,,40대,1,22.81,0.15,640,4
2024-12-01,0,773,"773.염창역 3, 4번 출구 사이",정기권,,40대,1,35.91,0.26,1133.5,9
2024-12-01,0,2730,2730.마곡메가박스 앞,정기권,,40대,1,21.65,0.19,816.1,9
2024-12-01,0,851,851.효창 푸르지오 앞,정기권,,40대,1,30.19,0.26,1121.3,7
2024-12-01,0,666,666.이문대성유니드아파트 앞,정기권,,40대,1,45.25,0.34,1446.33,9
2024-12-01,0,3570,3570.구의역 리버비스타 오피스텔,정기권,,40대,1,18.05,0.12,530,2
2024-12-01,0,3798,3798. 그랜드아이파크아파트 앞,정기권,,40대,1,34.89,0.29,1258.79,8
2024-12-01,0,4458,4458. 가락2동주민센터 인근,정기권,,40대,1,51.98,0.34,1474.89,17
2024-12-01,0,3764,3764. 관문주유소(GS칼택스) 앞,정기권,,40대,1,131.74,1.1,4752.57,24
2024-12-01,0,243,243. 이앤씨드림타워 앞,정기권,,40대,1,15.03,0.15,654.59,5
2024-12-01,0,5311,5311. 주공601동 상가 노원지하보도 앞,정기권,,40대,1,11.84,0.11,460,5
2024-12-01,0,908,908. 구산역 4번출구,정기권,,40대,1,27.29,0.23,984.58,5
2024-12-01,0,1438,1438. 홈플러스 신내점 앞,정기권,,40대,1,42.41,0.35,1530,10
2024-12-01,0,222,222. 시범아파트버스정류장 옆,정기권,,40대,1,16.46,0.12,519.47,5
2024-12-01,0,2222,2222.사당역 12번출구 뒤,정기권,,40대,1,39.94,0.29,1245.29,6
2024-12-01,0,1110,1110. 공항중학교앞,정기권,,40대,1,47.4,0.31,1330,8
2024-12-01,0,2264,2264. 이수역 1번출구,정기권,,40대,1,17.83,0.13,555.97,2
2024-12-01,0,1264,1264. 천호역 10번 출구 앞,정기권,,50대,1,14.52,0.15,632,4
2024-12-01,0,1531,1531. 미아사거리 1번 출구,정기권,,50대,1,46.65,0.4,1707.41,12
2024-12-01,0,1656,1656. 중앙하이츠 아파트 입구,정기권,,50대,1,20.88,0.18,775.34,4
2024-12-01,0,1168,1168. 마곡엠밸리10단지 앞,정기권,,50대,1,10.16,0.09,394.83,3
2024-12-01,0,2387,2387. 래미안강남힐즈 사거리,정기권,,50대,1,100.03,0.87,3770,41
2024-12-01,0,1173,1173. 강서구청사거리(SH타워),정기권,,50대,1,41.8,0.35,1507.76,10
2024-12-01,0,282,282. 신한은행 대림동지점,정기권,,50대,1,27.67,0.23,1012.57,5
2024-12-01,0,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기권,,50대,1,25.91,0.23,1006.55,9
2024-12-01,0,1076,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),정기권,,50대,1,40.33,0.29,1242.14,11
2024-12-01,0,1553,1553.서울북부고용노동지청,정기권,,50대,1,23.08,0.2,870,3
2024-12-01,0,3780,3780. 등촌서광아파트,정기권,,50대,1,52.03,0.47,2021.35,13
2024-12-01,0,602,602. 장안동 사거리,정기권,,50대,1,30.11,0.27,1169.82,7
2024-12-01,0,4406,4406. 장곡초등학교 앞,정기권,,50대,1,25.21,0.23,979.45,5
2024-12-01,0,3681,3681. 길동 마루빌딩,정기권,,50대,1,13.13,0.09,385.49,3
2024-12-01,0,4862,4862. 성내교 남단,정기권,,50대,1,42.29,0.32,1387.05,7
2024-12-01,0,4367,4367. kt 행당빌딩 앞,정기권,,50대,1,29.42,0.24,1031.81,8
2024-12-01,0,233,233. 양평1동 YP센터 앞,정기권,,50대,1,75.56,0.74,3180,23
2024-12-01,0,3811,3811.신사로입구,정기권,,50대,1,25.2,0.3,1272.77,6
2024-12-01,0,4411,4411. 동산어린이공원 앞,정기권,,50대,1,72.47,0.57,2440,20
2024-12-01,0,5768,5768.방이삼거리,정기권,,50대,1,106.47,0.96,4136.45,25
2024-12-01,0,4141,4141. 우리은행장안지점 앞,정기권,,50대,1,0.51,0,20,21
2024-12-01,0,230,230. 영등포구청역 1번출구,정기권,,50대,1,38.48,0.23,971.75,8
2024-12-01,0,1140,1140. 목동사거리 버스정류장,정기권,,50대,1,54.13,0.59,2531.33,20
2024-12-01,0,1233,1233. 잠실3거리(갤러리아팰리스),정기권,,50대,1,41.38,0.31,1322.69,7
2024-12-01,0,1627,1627. 수락산역 4번출구,정기권,,50대,1,12.98,0.08,364.2,3
2024-12-01,0,1925,1925. 동양미래대학교 정문 옆,정기권,,50대,1,30.27,0.32,1389.82,9
2024-12-01,0,3500,3500. 군자역2번출구,정기권,,50대,1,216.97,1.55,6681.81,37
2024-12-01,0,426,426. 서울신용보증재단,정기권,,50대,1,35.61,0.32,1383.34,14
2024-12-01,0,115,115. 마스타 빌딩 앞,정기권,,60대,1,28.52,0.25,1058.96,5
2024-12-01,0,1162,1162. 공항초등학교건너편,정기권,,60대,1,103.42,0.93,4017.74,28
2024-12-01,0,759,759. 보아스아파트 앞,정기권,,60대,1,32.95,0.3,1279.98,8
2024-12-01,0,3534,3534. 건대입구역 5번출구 뒤,정기권,,60대,1,14.78,0.13,548.85,3
2024-12-01,0,779,779. 신정1동 주민센터 앞,정기권,,60대,1,20.76,0.18,782.56,4
2024-12-01,0,2740,2740.마곡레포츠센터,정기권,,60대,1,47.51,0.46,1999.49,131
2024-12-01,0,3128,3128.동신병원 맞은편,정기권,,60대,1,44.78,0.4,1739.73,13
2024-12-01,0,1463,1463.중랑구민회관,정기권,,60대,1,53.77,0.43,1860,8
2024-12-01,0,4604,4604. 원효로다목적체육관 앞,정기권,,60대,1,21.38,0.19,805.91,4
2024-12-01,0,4065,4065. 창동역 1번출구 앞,정기권,,60대,1,39.16,0.45,1938.89,14
2024-12-01,0,3681,3681. 길동 마루빌딩,정기권,,60대,1,22.22,0.21,920,5
2024-12-01,0,4567,4567. 한림대학교 강남성심병원 신관,정기권,,60대,1,27.94,0.25,1085.6,13
2024-12-01,0,4037,4037. 물넘이교,정기권,,60대,1,18.63,0.17,723.61,5
2024-12-01,0,4902,4902. 구역삼세무서 교차로,정기권,,60대,1,17.71,0.16,687.99,4
2024-12-01,0,3815,3815. 광일빌딩,정기권,,60대,1,7.69,0.07,290,4
2024-12-01,0,1010,1010. 강동세무서,정기권,,60대,1,25.25,0.2,861.5,6
2024-12-01,0,205,205. 산업은행 앞,정기권,,60대,1,25.29,0.19,798.27,12
2024-12-01,0,1141,1141. 곰달래 문화복지센터 A,정기권,,60대,1,41.06,0.32,1382.55,16
2024-12-01,0,1707,1707. 도봉구민회관,정기권,,60대,1,40.11,0.37,1607.56,8
2024-12-01,0,5752,5752. 풍납백제문화공원 옆 인근,정기권,,70대,1,14.45,0.13,561.19,8
2024-12-01,0,1358,1358. 정릉도서관 앞,정기권,,60대,1,88.37,0.78,3380.98,13
2024-12-01,0,453,453. 종로오가 지하쇼핑센터 14번출구,정기권,,60대,1,47.07,0.35,1523.83,8
2024-12-01,0,1193,1193. 마곡센트럴타워 1차,정기권,,60대,1,24.93,0.24,1049.28,11
2024-12-01,0,289,289. 대림3동사거리,정기권,,60대,1,18.36,0.18,772.53,8
2024-12-01,0,2637,2637. 아시아지하보도 14번 출구,정기권,,60대,1,100.95,0.91,3922,15
2024-12-01,0,2728,2728.마곡나루역 3번 출구,정기권,,60대,1,33.46,0.3,1300,10
2024-12-01,0,3754,3754. 신방화역 8번출구,정기권,,60대,1,24.97,0.23,970,4
2024-12-01,0,4929,4929. 파스쿠찌 청담사거리점 앞,정기권,,60대,1,18.74,0.17,727.93,4
2024-12-01,0,568,568. 청계8가 사거리 B,정기권,,60대,1,25.02,0.19,810,7
2024-12-01,0,1124,1124. 발산역 6번 출구 뒤,정기권,,60대,1,50.48,0.49,2124.52,16
2024-12-01,0,1605,1605. 헬스케어,정기권,,60대,1,45.08,0.44,1897.23,12
2024-12-01,0,505,505. 자양사거리 광진아크로텔 앞,정기권,F,20대,1,47.92,0.56,2420.02,15
2024-12-01,0,505,505. 자양사거리 광진아크로텔 앞,정기권,F,20대,1,24.51,0.28,1213.76,8
2024-12-01,0,946,946. 독바위역 ,정기권,F,20대,1,55.42,0.5,2153.22,14
2024-12-01,0,1029,1029. 성내어울터,정기권,F,20대,1,25.9,0.23,1006.25,6
2024-12-01,0,1036,1036. 고덕동 주양쇼핑,정기권,F,20대,1,17.43,0.2,863.19,5
2024-12-01,0,512,512. 뚝섬역 1번 출구 옆,정기권,F,20대,1,53.23,0.57,2444.21,17
2024-12-01,0,1447,1447. 면목역 3번출구,정기권,F,20대,1,114.17,1.26,5440,45
2024-12-01,0,2170,2170. 조원동 강남힐병원,정기권,F,20대,1,21.84,0.2,848.66,5
2024-12-01,0,2173,2173. 당곡사거리,정기권,F,20대,1,33.01,0.32,1389.12,10
2024-12-01,0,393,393. 동대문역 8번 출구,정기권,F,20대,1,57.71,0.52,2241.86,17
2024-12-01,0,1540,1540. 가오리역,정기권,F,20대,1,20.14,0.25,1059.67,8
2024-12-01,0,2179,2179. 양녕로 입구,정기권,F,20대,1,14.95,0.15,640,6
2024-12-01,0,3533,3533. 건대입구역 사거리(롯데백화점),정기권,F,20대,1,23.28,0.21,904.53,6
2024-12-01,0,2608,2608. 송파구청,정기권,F,20대,1,171.17,1.62,6971.65,38
2024-12-01,0,1193,1193. 마곡센트럴타워 1차,정기권,F,20대,1,47.43,0.43,1842.52,10
2024-12-01,0,1191,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",정기권,F,20대,1,23.28,0.27,1152.85,9
2024-12-01,0,765,765. 오목교역 3번출구,정기권,F,20대,1,35.9,0.32,1394.86,8
2024-12-01,0,2728,2728.마곡나루역 3번 출구,정기권,F,20대,1,49.44,0.45,1920.81,12
2024-12-01,0,2730,2730.마곡메가박스 앞,정기권,F,20대,1,52.65,0.63,2713.26,25
2024-12-01,0,3010,3010.홍대입구역 3번출구,정기권,F,20대,1,17.69,0.19,797.81,18
2024-12-01,0,3566,3566.우성4차아파트,정기권,F,20대,1,15.14,0.14,588.26,6
2024-12-01,0,3569,3569.건대병원후문,정기권,F,20대,1,20.47,0.26,1123.69,6
2024-12-01,0,3571,3571.화양 APT(횡단보도 옆),정기권,F,20대,1,86.83,0.85,3654.58,24
2024-12-01,0,3575,3575. 자양사거리(서원빌딩),정기권,F,20대,1,34.42,0.48,2069.42,13
2024-12-01,0,4108,4108. 답십리파크자이아파트 앞,정기권,F,20대,1,121.15,1.31,5665.5,55
2024-12-01,0,549,549. 아차산역 3번출구,정기권,F,20대,1,31.05,0.43,1867.03,11
2024-12-01,0,232,232. 양평우림 이비즈센타 앞,정기권,F,20대,1,185.37,1.67,7201.77,42
2024-12-01,0,4565,4565. 영등포 신세계백화점,정기권,F,20대,1,43.82,0.48,2087.87,16
2024-12-01,0,236,236. 문래동자이아파트 앞,정기권,F,20대,1,19.53,0.14,616.47,3
2024-12-01,0,5061,5061. 우장산동 가곡어린이공원앞,정기권,F,20대,1,58.79,0.53,2283.9,10
2024-12-01,0,245,245. 삼성생명 당산사옥 앞,정기권,F,20대,1,30.69,0.36,1550,8
2024-12-01,0,3815,3815. 광일빌딩,정기권,F,20대,1,18.29,0.27,1154.55,8
2024-12-01,0,4895,4895. 송파레이크힐 상가,정기권,F,20대,1,41.13,0.51,2210,17
2024-12-01,0,4373,4373. 서울숲 지식산업센터,정기권,F,20대,1,72.84,0.66,2830,15
2024-12-01,0,5306,5306. 동신아파트 후문 옆,정기권,F,20대,1,33.62,0.33,1414.88,9
2024-12-01,0,4903,4903. 신사스퀘어,정기권,F,20대,1,17.14,0.19,816.53,3
2024-12-01,0,5082,5082. 가양역 7번출구,정기권,F,20대,1,14.71,0.15,663.19,5
2024-12-01,0,4540,4540. 목동역 3번 출구,정기권,F,20대,1,31.22,0.37,1576.7,11
2024-12-01,0,709,709. 신정3동 현장민원실 앞,정기권,F,20대,1,23.54,0.21,914.66,17
2024-12-01,0,5866,5866.포레나 당산,정기권,F,20대,1,27.52,0.3,1286.88,6
2024-12-01,0,5768,5768.방이삼거리,정기권,F,20대,1,73.34,0.66,2849.07,16
2024-12-01,0,5326,5326. 대진고교앞 교차로,정기권,F,20대,1,66.67,0.6,2590.14,15
2024-12-01,0,4392,4392. 답십리역 6번출구,정기권,F,20대,1,77.19,0.9,3898.47,15
2024-12-01,0,4399,4399. 더리브 세종타워 앞,정기권,F,20대,1,54.98,0.64,2776.8,14
2024-12-01,0,1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),정기권,F,20대,1,25.11,0.24,1022.8,11
2024-12-01,0,1112,1112. 마곡엠밸리4단지 정문,정기권,F,20대,1,22.12,0.2,859.49,8
2024-12-01,0,1209,1209. 잠실나루역 (2번 출구 쪽),정기권,F,20대,1,74.24,0.7,3023.87,25
2024-12-01,0,209,209. 유진투자증권빌딩 앞,정기권,F,20대,1,80.81,0.63,2720.86,15
